location,block,pasture,livestock,patch,subpatch,date,plot,array,logger,TC,tempC,time,problematic
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,2,9,1,330,14:57:47.1,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,2,9,2,290.5,14:57:42.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,2,9,3,313.5,14:57:31.1,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,3,4,1,115.25,15:03:05.1,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,3,4,2,104.25,15:01:36.1,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,3,4,3,256.75,15:03:29.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,1,3,1,410.25,14:54:40.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,1,3,2,484,14:54:39.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,1,3,3,484.25,14:54:38.1,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,2,5,1,242.5,14:54:38.1,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,2,5,2,419,14:54:35.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,2,5,3,294.5,14:54:35.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,3,1,1,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,3,1,2,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,2,3,1,3,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,1,6,1,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,1,6,2,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,1,6,3,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,2,8,1,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,2,8,2,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,2,8,3,,,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,3,7,1,248.5,14:58:30.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,3,7,2,340,14:58:23.1,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,3,3,7,3,427.75,14:58:29.0,
